id,invoice_id,supplier_id,product_id,quantity,price,purchased_at,created_at,updated_at,id_prod,name,category_id,category_name,id_inv,succeeded_at,total_price,total_quantity,date
14264,7791,15,187,1,7000,2024-10-25 09:27:11,2024-10-25 09:27:11,2024-10-25 09:27:11,187,TORA CAFE,2,MINUMAN,7791,2024-10-25 09:27:11,12000.0,2,2024-10-25
14266,7792,13,44,1,2500,2024-10-25 09:27:39,2024-10-25 09:27:39,2024-10-25 09:27:39,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7792,2024-10-25 09:27:39,5000.0,2,2024-10-25
14267,7793,6,13,2,2500,2024-10-25 09:27:56,2024-10-25 09:27:56,2024-10-25 09:27:56,13,TAHU BAKSO,5,MAKANAN BASAH,7793,2024-10-25 09:27:56,5000.0,2,2024-10-25
14268,7794,6,13,1,2500,2024-10-25 09:31:40,2024-10-25 09:31:40,2024-10-25 09:31:40,13,TAHU BAKSO,5,MAKANAN BASAH,7794,2024-10-25 09:31:40,8000.0,5,2024-10-25
14269,7794,15,16,1,2500,2024-10-25 09:31:40,2024-10-25 09:31:40,2024-10-25 09:31:40,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7794,2024-10-25 09:31:40,8000.0,5,2024-10-25
14270,7794,9,75,3,1000,2024-10-25 09:31:40,2024-10-25 09:31:40,2024-10-25 09:31:40,75,MINI PAO,5,MAKANAN BASAH,7794,2024-10-25 09:31:40,8000.0,5,2024-10-25
14271,7795,42,220,1,3000,2024-10-25 09:32:24,2024-10-25 09:32:24,2024-10-25 09:32:24,220,AICE RIA RIA KACANG HIJAU,4,ICE CREAM,7795,2024-10-25 09:32:24,3000.0,1,2024-10-25
14272,7796,15,146,1,3000,2024-10-25 09:33:53,2024-10-25 09:33:53,2024-10-25 09:33:53,146,NABATI RICHEESE AHH,3,SNACKS,7796,2024-10-25 09:33:53,13000.0,3,2024-10-25
14273,7796,9,87,1,6000,2024-10-25 09:33:53,2024-10-25 09:33:53,2024-10-25 09:33:53,87,ULTRA MILK UHT,2,MINUMAN,7796,2024-10-25 09:33:53,13000.0,3,2024-10-25
14274,7796,15,25,1,4000,2024-10-25 09:33:53,2024-10-25 09:33:53,2024-10-25 09:33:53,25,LARIST AIR MINERAL,2,MINUMAN,7796,2024-10-25 09:33:53,13000.0,3,2024-10-25
14276,7798,15,16,2,2500,2024-10-25 09:39:18,2024-10-25 09:39:18,2024-10-25 09:39:18,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7798,2024-10-25 09:39:18,21000.0,8,2024-10-25
14277,7798,6,13,2,2500,2024-10-25 09:39:18,2024-10-25 09:39:18,2024-10-25 09:39:18,13,TAHU BAKSO,5,MAKANAN BASAH,7798,2024-10-25 09:39:18,21000.0,8,2024-10-25
14279,7798,13,44,2,2500,2024-10-25 09:39:18,2024-10-25 09:39:18,2024-10-25 09:39:18,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7798,2024-10-25 09:39:18,21000.0,8,2024-10-25
14280,7799,15,256,1,3500,2024-10-25 09:41:37,2024-10-25 09:41:37,2024-10-25 09:41:37,256,APETITO,3,SNACKS,7799,2024-10-25 09:41:37,3500.0,1,2024-10-25
14282,7800,13,44,2,2500,2024-10-25 09:41:43,2024-10-25 09:41:43,2024-10-25 09:41:43,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7800,2024-10-25 09:41:43,11000.0,3,2024-10-25
14283,7801,15,19,1,2000,2024-10-25 09:42:19,2024-10-25 09:42:19,2024-10-25 09:42:19,19,COKLAT SUPERSTAR,3,SNACKS,7801,2024-10-25 09:42:19,2000.0,1,2024-10-25
14285,7803,6,13,3,2500,2024-10-25 10:09:57,2024-10-25 10:09:57,2024-10-25 10:09:57,13,TAHU BAKSO,5,MAKANAN BASAH,7803,2024-10-25 10:09:57,10000.0,4,2024-10-25
14286,7803,15,16,1,2500,2024-10-25 10:09:57,2024-10-25 10:09:57,2024-10-25 10:09:57,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7803,2024-10-25 10:09:57,10000.0,4,2024-10-25
14287,7804,15,104,1,3000,2024-10-25 10:19:41,2024-10-25 10:19:41,2024-10-25 10:19:41,104,JAMUR BALADO,1,MAKANAN KERING,7804,2024-10-25 10:19:41,3000.0,1,2024-10-25
14288,7805,42,247,1,2000,2024-10-25 10:21:32,2024-10-25 10:21:32,2024-10-25 10:21:32,247,AICE FRUIZZY GRAPE,4,ICE CREAM,7805,2024-10-25 10:21:32,2000.0,1,2024-10-25
14290,7807,42,227,1,3500,2024-10-25 10:22:31,2024-10-25 10:22:31,2024-10-25 10:22:31,227,AICE SWEET CORN,4,ICE CREAM,7807,2024-10-25 10:22:31,3500.0,1,2024-10-25
14292,7808,13,44,1,2500,2024-10-25 10:22:43,2024-10-25 10:22:43,2024-10-25 10:22:43,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7808,2024-10-25 10:22:43,9000.0,3,2024-10-25
14293,7808,15,25,1,4000,2024-10-25 10:22:43,2024-10-25 10:22:43,2024-10-25 10:22:43,25,LARIST AIR MINERAL,2,MINUMAN,7808,2024-10-25 10:22:43,9000.0,3,2024-10-25
14295,7810,6,13,2,2500,2024-10-25 10:23:04,2024-10-25 10:23:04,2024-10-25 10:23:04,13,TAHU BAKSO,5,MAKANAN BASAH,7810,2024-10-25 10:23:04,7500.0,3,2024-10-25
14296,7810,15,16,1,2500,2024-10-25 10:23:04,2024-10-25 10:23:04,2024-10-25 10:23:04,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7810,2024-10-25 10:23:04,7500.0,3,2024-10-25
14300,7812,15,16,1,2500,2024-10-25 10:26:01,2024-10-25 10:26:01,2024-10-25 10:26:01,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7812,2024-10-25 10:26:01,13500.0,5,2024-10-25
14301,7812,9,73,2,3000,2024-10-25 10:26:01,2024-10-25 10:26:01,2024-10-25 10:26:01,73,NASI KUCING,5,MAKANAN BASAH,7812,2024-10-25 10:26:01,13500.0,5,2024-10-25
14304,7814,15,16,1,2500,2024-10-25 10:32:20,2024-10-25 10:32:20,2024-10-25 10:32:20,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7814,2024-10-25 10:32:20,10500.0,3,2024-10-25
14307,7815,6,13,2,2500,2024-10-25 10:32:47,2024-10-25 10:32:47,2024-10-25 10:32:47,13,TAHU BAKSO,5,MAKANAN BASAH,7815,2024-10-25 10:32:47,7500.0,3,2024-10-25
14309,7817,15,16,2,2500,2024-10-25 10:36:32,2024-10-25 10:36:32,2024-10-25 10:36:32,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7817,2024-10-25 10:36:32,5000.0,2,2024-10-25
14310,7818,6,13,1,2500,2024-10-25 10:36:37,2024-10-25 10:36:37,2024-10-25 10:36:37,13,TAHU BAKSO,5,MAKANAN BASAH,7818,2024-10-25 10:36:37,5000.0,2,2024-10-25
14311,7818,15,16,1,2500,2024-10-25 10:36:37,2024-10-25 10:36:37,2024-10-25 10:36:37,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7818,2024-10-25 10:36:37,5000.0,2,2024-10-25
14313,7820,15,16,1,2500,2024-10-25 10:43:09,2024-10-25 10:43:09,2024-10-25 10:43:09,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7820,2024-10-25 10:43:09,5000.0,2,2024-10-25
14314,7820,6,13,1,2500,2024-10-25 10:43:09,2024-10-25 10:43:09,2024-10-25 10:43:09,13,TAHU BAKSO,5,MAKANAN BASAH,7820,2024-10-25 10:43:09,5000.0,2,2024-10-25
14316,7822,15,16,1,2500,2024-10-25 10:48:17,2024-10-25 10:48:17,2024-10-25 10:48:17,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7822,2024-10-25 10:48:17,5000.0,2,2024-10-25
14317,7822,6,13,1,2500,2024-10-25 10:48:17,2024-10-25 10:48:17,2024-10-25 10:48:17,13,TAHU BAKSO,5,MAKANAN BASAH,7822,2024-10-25 10:48:17,5000.0,2,2024-10-25
14318,7823,6,13,1,2500,2024-10-25 10:48:51,2024-10-25 10:48:51,2024-10-25 10:48:51,13,TAHU BAKSO,5,MAKANAN BASAH,7823,2024-10-25 10:48:51,5000.0,2,2024-10-25
14319,7823,15,16,1,2500,2024-10-25 10:48:51,2024-10-25 10:48:51,2024-10-25 10:48:51,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7823,2024-10-25 10:48:51,5000.0,2,2024-10-25
14321,7825,42,223,1,5000,2024-10-25 10:49:12,2024-10-25 10:49:12,2024-10-25 10:49:12,223,AICE CHOCOLATE CRISPY,4,ICE CREAM,7825,2024-10-25 10:49:12,7000.0,2,2024-10-25
14322,7825,15,19,1,2000,2024-10-25 10:49:12,2024-10-25 10:49:12,2024-10-25 10:49:12,19,COKLAT SUPERSTAR,3,SNACKS,7825,2024-10-25 10:49:12,7000.0,2,2024-10-25
14323,7826,15,111,1,3500,2024-10-25 10:50:14,2024-10-25 10:50:14,2024-10-25 10:50:14,111,VEGETABLE AND CHEESE,3,SNACKS,7826,2024-10-25 10:50:14,6500.0,3,2024-10-25
14325,7826,28,120,1,500,2024-10-25 10:50:14,2024-10-25 10:50:14,2024-10-25 10:50:14,120,PERMEN KISS/MINTZ (2pcs),3,SNACKS,7826,2024-10-25 10:50:14,6500.0,3,2024-10-25
14326,7827,15,16,1,2500,2024-10-25 10:55:13,2024-10-25 10:55:13,2024-10-25 10:55:13,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7827,2024-10-25 10:55:13,2500.0,1,2024-10-25
14327,7828,42,226,1,3500,2024-10-25 11:02:38,2024-10-25 11:02:38,2024-10-25 11:02:38,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7828,2024-10-25 11:02:38,3500.0,1,2024-10-25
14328,7829,15,16,4,2500,2024-10-25 11:04:45,2024-10-25 11:04:45,2024-10-25 11:04:45,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7829,2024-10-25 11:04:45,10000.0,4,2024-10-25
14329,7830,15,16,2,2500,2024-10-25 11:08:39,2024-10-25 11:08:39,2024-10-25 11:08:39,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7830,2024-10-25 11:08:39,5000.0,2,2024-10-25
14332,7832,42,234,1,2500,2024-10-25 11:10:32,2024-10-25 11:10:32,2024-10-25 11:10:32,234,AICE CHOCO MALT,4,ICE CREAM,7832,2024-10-25 11:10:32,7500.0,3,2024-10-25
14333,7832,15,16,2,2500,2024-10-25 11:10:32,2024-10-25 11:10:32,2024-10-25 11:10:32,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7832,2024-10-25 11:10:32,7500.0,3,2024-10-25
14334,7833,15,16,2,2500,2024-10-25 11:10:46,2024-10-25 11:10:46,2024-10-25 11:10:46,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7833,2024-10-25 11:10:46,5000.0,2,2024-10-25
14335,7834,43,278,1,5000,2024-10-25 11:22:26,2024-10-25 11:22:26,2024-10-25 11:22:26,278,TEH KOTAK,2,MINUMAN,7834,2024-10-25 11:22:26,12500.0,4,2024-10-25
14336,7834,6,13,2,2500,2024-10-25 11:22:26,2024-10-25 11:22:26,2024-10-25 11:22:26,13,TAHU BAKSO,5,MAKANAN BASAH,7834,2024-10-25 11:22:26,12500.0,4,2024-10-25
14337,7834,13,44,1,2500,2024-10-25 11:22:26,2024-10-25 11:22:26,2024-10-25 11:22:26,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7834,2024-10-25 11:22:26,12500.0,4,2024-10-25
14338,7835,28,173,1,2500,2024-10-25 11:40:24,2024-10-25 11:40:24,2024-10-25 11:40:24,173,SLAI OLAI,3,SNACKS,7835,2024-10-25 11:40:24,5000.0,2,2024-10-25
14339,7835,15,145,1,2500,2024-10-25 11:40:24,2024-10-25 11:40:24,2024-10-25 11:40:24,145,SALTCHEESE COMBO,3,SNACKS,7835,2024-10-25 11:40:24,5000.0,2,2024-10-25
14340,7836,9,73,3,3000,2024-10-25 11:41:23,2024-10-25 11:41:23,2024-10-25 11:41:23,73,NASI KUCING,5,MAKANAN BASAH,7836,2024-10-25 11:41:23,14000.0,5,2024-10-25
14341,7836,28,173,1,2500,2024-10-25 11:41:23,2024-10-25 11:41:23,2024-10-25 11:41:23,173,SLAI OLAI,3,SNACKS,7836,2024-10-25 11:41:23,14000.0,5,2024-10-25
14342,7836,6,13,1,2500,2024-10-25 11:41:23,2024-10-25 11:41:23,2024-10-25 11:41:23,13,TAHU BAKSO,5,MAKANAN BASAH,7836,2024-10-25 11:41:23,14000.0,5,2024-10-25
14343,7837,6,13,1,2500,2024-10-25 11:49:09,2024-10-25 11:49:09,2024-10-25 11:49:09,13,TAHU BAKSO,5,MAKANAN BASAH,7837,2024-10-25 11:49:09,8000.0,3,2024-10-25
14344,7837,15,16,1,2500,2024-10-25 11:49:09,2024-10-25 11:49:09,2024-10-25 11:49:09,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7837,2024-10-25 11:49:09,8000.0,3,2024-10-25
14345,7837,9,73,1,3000,2024-10-25 11:49:09,2024-10-25 11:49:09,2024-10-25 11:49:09,73,NASI KUCING,5,MAKANAN BASAH,7837,2024-10-25 11:49:09,8000.0,3,2024-10-25
14347,7838,15,16,2,2500,2024-10-25 12:11:21,2024-10-25 12:11:21,2024-10-25 12:11:21,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7838,2024-10-25 12:11:21,8000.0,3,2024-10-25
14348,7839,9,73,1,3000,2024-10-25 12:24:17,2024-10-25 12:24:17,2024-10-25 12:24:17,73,NASI KUCING,5,MAKANAN BASAH,7839,2024-10-25 12:24:17,3000.0,1,2024-10-25
14349,7840,15,16,2,2500,2024-10-25 12:28:16,2024-10-25 12:28:16,2024-10-25 12:28:16,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7840,2024-10-25 12:28:16,7000.0,3,2024-10-25
14350,7840,42,246,1,2000,2024-10-25 12:28:16,2024-10-25 12:28:16,2024-10-25 12:28:16,246,AICE JERUK,4,ICE CREAM,7840,2024-10-25 12:28:16,7000.0,3,2024-10-25
14351,7841,6,13,1,2500,2024-10-25 12:31:57,2024-10-25 12:31:57,2024-10-25 12:31:57,13,TAHU BAKSO,5,MAKANAN BASAH,7841,2024-10-25 12:31:57,2500.0,1,2024-10-25
14352,7842,15,25,1,4000,2024-10-25 12:35:56,2024-10-25 12:35:56,2024-10-25 12:35:56,25,LARIST AIR MINERAL,2,MINUMAN,7842,2024-10-25 12:35:56,4000.0,1,2024-10-25
14355,7844,15,25,1,4000,2024-10-25 12:42:25,2024-10-25 12:42:25,2024-10-25 12:42:25,25,LARIST AIR MINERAL,2,MINUMAN,7844,2024-10-25 12:42:24,10000.0,2,2024-10-25
14356,7845,42,227,1,3500,2024-10-25 12:44:41,2024-10-25 12:44:41,2024-10-25 12:44:41,227,AICE SWEET CORN,4,ICE CREAM,7845,2024-10-25 12:44:41,4000.0,2,2024-10-25
14357,7845,28,120,1,500,2024-10-25 12:44:41,2024-10-25 12:44:41,2024-10-25 12:44:41,120,PERMEN KISS/MINTZ (2pcs),3,SNACKS,7845,2024-10-25 12:44:41,4000.0,2,2024-10-25
14358,7846,6,13,4,2500,2024-10-25 12:45:34,2024-10-25 12:45:34,2024-10-25 12:45:34,13,TAHU BAKSO,5,MAKANAN BASAH,7846,2024-10-25 12:45:34,10000.0,4,2024-10-25
14360,7848,13,44,1,2500,2024-10-25 12:49:49,2024-10-25 12:49:49,2024-10-25 12:49:49,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7848,2024-10-25 12:49:49,5000.0,2,2024-10-25
14361,7848,15,16,1,2500,2024-10-25 12:49:49,2024-10-25 12:49:49,2024-10-25 12:49:49,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7848,2024-10-25 12:49:49,5000.0,2,2024-10-25
14362,7849,28,173,1,2500,2024-10-25 12:51:14,2024-10-25 12:51:14,2024-10-25 12:51:14,173,SLAI OLAI,3,SNACKS,7849,2024-10-25 12:51:14,7500.0,2,2024-10-25
14363,7849,43,278,1,5000,2024-10-25 12:51:14,2024-10-25 12:51:14,2024-10-25 12:51:14,278,TEH KOTAK,2,MINUMAN,7849,2024-10-25 12:51:14,7500.0,2,2024-10-25
14364,7850,15,16,2,2500,2024-10-25 12:57:56,2024-10-25 12:57:56,2024-10-25 12:57:56,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7850,2024-10-25 12:57:56,5000.0,2,2024-10-25
14365,7851,15,16,1,2500,2024-10-25 12:59:57,2024-10-25 12:59:57,2024-10-25 12:59:57,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7851,2024-10-25 12:59:57,9000.0,3,2024-10-25
14366,7851,15,25,1,4000,2024-10-25 12:59:57,2024-10-25 12:59:57,2024-10-25 12:59:57,25,LARIST AIR MINERAL,2,MINUMAN,7851,2024-10-25 12:59:57,9000.0,3,2024-10-25
14367,7851,9,89,1,2500,2024-10-25 12:59:57,2024-10-25 12:59:57,2024-10-25 12:59:57,89,NABATI,3,SNACKS,7851,2024-10-25 12:59:57,9000.0,3,2024-10-25
14368,7852,9,89,1,2500,2024-10-25 13:03:16,2024-10-25 13:03:16,2024-10-25 13:03:16,89,NABATI,3,SNACKS,7852,2024-10-25 13:03:16,2500.0,1,2024-10-25
14369,7853,6,13,2,2500,2024-10-25 13:03:47,2024-10-25 13:03:47,2024-10-25 13:03:47,13,TAHU BAKSO,5,MAKANAN BASAH,7853,2024-10-25 13:03:47,7500.0,3,2024-10-25
14370,7853,13,44,1,2500,2024-10-25 13:03:47,2024-10-25 13:03:47,2024-10-25 13:03:47,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7853,2024-10-25 13:03:47,7500.0,3,2024-10-25
14373,7856,42,220,1,3000,2024-10-25 13:20:19,2024-10-25 13:20:19,2024-10-25 13:20:19,220,AICE RIA RIA KACANG HIJAU,4,ICE CREAM,7856,2024-10-25 13:20:18,3000.0,1,2024-10-25
14374,7857,43,279,1,4000,2024-10-25 13:23:34,2024-10-25 13:23:34,2024-10-25 13:23:34,279,TEH BOTOL,2,MINUMAN,7857,2024-10-25 13:23:34,4000.0,1,2024-10-25
14375,7858,42,234,1,2500,2024-10-25 13:26:42,2024-10-25 13:26:42,2024-10-25 13:26:42,234,AICE CHOCO MALT,4,ICE CREAM,7858,2024-10-25 13:26:42,2500.0,1,2024-10-25
14376,7859,43,278,1,5000,2024-10-25 13:29:00,2024-10-25 13:29:00,2024-10-25 13:29:00,278,TEH KOTAK,2,MINUMAN,7859,2024-10-25 13:29:00,5000.0,1,2024-10-25
14378,7861,42,246,1,2000,2024-10-25 13:32:54,2024-10-25 13:32:54,2024-10-25 13:32:54,246,AICE JERUK,4,ICE CREAM,7861,2024-10-25 13:32:54,2000.0,1,2024-10-25
14379,7862,15,16,1,2500,2024-10-25 13:35:48,2024-10-25 13:35:48,2024-10-25 13:35:48,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7862,2024-10-25 13:35:48,2500.0,1,2024-10-25
14380,7863,42,230,1,3500,2024-10-25 14:07:34,2024-10-25 14:07:34,2024-10-25 14:07:34,230,AICE FRUIZZY BLUEBERRY,4,ICE CREAM,7863,2024-10-25 14:07:34,3500.0,1,2024-10-25
14381,7864,28,120,1,500,2024-10-25 14:08:15,2024-10-25 14:08:15,2024-10-25 14:08:15,120,PERMEN KISS/MINTZ (2pcs),3,SNACKS,7864,2024-10-25 14:08:15,500.0,1,2024-10-25
14382,7865,43,278,1,5000,2024-10-25 14:09:14,2024-10-25 14:09:14,2024-10-25 14:09:14,278,TEH KOTAK,2,MINUMAN,7865,2024-10-25 14:09:14,5000.0,1,2024-10-25
14383,7866,42,230,1,3500,2024-10-25 14:09:42,2024-10-25 14:09:42,2024-10-25 14:09:42,230,AICE FRUIZZY BLUEBERRY,4,ICE CREAM,7866,2024-10-25 14:09:42,11000.0,4,2024-10-25
14384,7866,42,245,1,2000,2024-10-25 14:09:42,2024-10-25 14:09:42,2024-10-25 14:09:42,245,AICE SEMANGKA,4,ICE CREAM,7866,2024-10-25 14:09:42,11000.0,4,2024-10-25
14385,7866,42,246,1,2000,2024-10-25 14:09:42,2024-10-25 14:09:42,2024-10-25 14:09:42,246,AICE JERUK,4,ICE CREAM,7866,2024-10-25 14:09:42,11000.0,4,2024-10-25
14386,7866,42,226,1,3500,2024-10-25 14:09:42,2024-10-25 14:09:42,2024-10-25 14:09:42,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7866,2024-10-25 14:09:42,11000.0,4,2024-10-25
14387,7867,15,25,1,4000,2024-10-25 14:22:36,2024-10-25 14:22:36,2024-10-25 14:22:36,25,LARIST AIR MINERAL,2,MINUMAN,7867,2024-10-25 14:22:35,11000.0,4,2024-10-25
14388,7867,43,249,1,2000,2024-10-25 14:22:36,2024-10-25 14:22:36,2024-10-25 14:22:36,249,MAKARONI,1,MAKANAN KERING,7867,2024-10-25 14:22:35,11000.0,4,2024-10-25
14389,7867,15,16,2,2500,2024-10-25 14:22:36,2024-10-25 14:22:36,2024-10-25 14:22:36,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7867,2024-10-25 14:22:35,11000.0,4,2024-10-25
14390,7868,42,227,1,3500,2024-10-25 14:28:39,2024-10-25 14:28:39,2024-10-25 14:28:39,227,AICE SWEET CORN,4,ICE CREAM,7868,2024-10-25 14:28:39,3500.0,1,2024-10-25
14391,7869,42,245,1,2000,2024-10-25 14:32:03,2024-10-25 14:32:03,2024-10-25 14:32:03,245,AICE SEMANGKA,4,ICE CREAM,7869,2024-10-25 14:32:03,2000.0,1,2024-10-25
14392,7870,42,226,1,3500,2024-10-25 14:33:19,2024-10-25 14:33:19,2024-10-25 14:33:19,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7870,2024-10-25 14:33:19,3500.0,1,2024-10-25
14393,7871,42,230,1,3500,2024-10-25 14:34:34,2024-10-25 14:34:34,2024-10-25 14:34:34,230,AICE FRUIZZY BLUEBERRY,4,ICE CREAM,7871,2024-10-25 14:34:34,7500.0,2,2024-10-25
14394,7871,15,25,1,4000,2024-10-25 14:34:34,2024-10-25 14:34:34,2024-10-25 14:34:34,25,LARIST AIR MINERAL,2,MINUMAN,7871,2024-10-25 14:34:34,7500.0,2,2024-10-25
14395,7872,42,227,1,3500,2024-10-25 14:35:04,2024-10-25 14:35:04,2024-10-25 14:35:04,227,AICE SWEET CORN,4,ICE CREAM,7872,2024-10-25 14:35:04,3500.0,1,2024-10-25
14398,7874,42,221,1,5000,2024-10-25 14:46:08,2024-10-25 14:46:08,2024-10-25 14:46:08,221,AICE CRISPY BALL SERIES,4,ICE CREAM,7874,2024-10-25 14:46:08,5000.0,1,2024-10-25
14399,7875,42,230,1,3500,2024-10-25 14:47:11,2024-10-25 14:47:11,2024-10-25 14:47:11,230,AICE FRUIZZY BLUEBERRY,4,ICE CREAM,7875,2024-10-25 14:47:11,3500.0,1,2024-10-25
14400,7876,42,230,1,3500,2024-10-25 14:48:08,2024-10-25 14:48:08,2024-10-25 14:48:08,230,AICE FRUIZZY BLUEBERRY,4,ICE CREAM,7876,2024-10-25 14:48:08,9000.0,3,2024-10-25
14403,7877,42,230,1,3500,2024-10-25 14:48:18,2024-10-25 14:48:18,2024-10-25 14:48:18,230,AICE FRUIZZY BLUEBERRY,4,ICE CREAM,7877,2024-10-25 14:48:18,10500.0,3,2024-10-25
14404,7877,42,226,2,3500,2024-10-25 14:48:18,2024-10-25 14:48:18,2024-10-25 14:48:18,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7877,2024-10-25 14:48:18,10500.0,3,2024-10-25
14405,7878,42,226,1,3500,2024-10-25 14:48:32,2024-10-25 14:48:32,2024-10-25 14:48:32,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7878,2024-10-25 14:48:32,6500.0,2,2024-10-25
14408,7879,15,153,1,2000,2024-10-25 14:49:30,2024-10-25 14:49:30,2024-10-25 14:49:30,153,DILAN CHOCOLATE SANDWICH,3,SNACKS,7879,2024-10-25 14:49:30,13000.0,4,2024-10-25
14410,7880,43,278,1,5000,2024-10-25 14:51:46,2024-10-25 14:51:46,2024-10-25 14:51:46,278,TEH KOTAK,2,MINUMAN,7880,2024-10-25 14:51:46,5000.0,1,2024-10-25
14411,7881,15,25,1,4000,2024-10-25 14:55:11,2024-10-25 14:55:11,2024-10-25 14:55:11,25,LARIST AIR MINERAL,2,MINUMAN,7881,2024-10-25 14:55:11,4000.0,1,2024-10-25
14413,7883,42,247,1,2000,2024-10-25 14:57:41,2024-10-25 14:57:41,2024-10-25 14:57:41,247,AICE FRUIZZY GRAPE,4,ICE CREAM,7883,2024-10-25 14:57:41,2000.0,1,2024-10-25
14415,7884,42,246,1,2000,2024-10-25 15:02:43,2024-10-25 15:02:43,2024-10-25 15:02:43,246,AICE JERUK,4,ICE CREAM,7884,2024-10-25 15:02:43,8000.0,2,2024-10-25
14416,7885,15,16,1,2500,2024-10-25 15:06:07,2024-10-25 15:06:07,2024-10-25 15:06:07,16,TAHU BAKSO BALADO,5,MAKANAN BASAH,7885,2024-10-25 15:06:07,5000.0,2,2024-10-25
14417,7885,6,13,1,2500,2024-10-25 15:06:07,2024-10-25 15:06:07,2024-10-25 15:06:07,13,TAHU BAKSO,5,MAKANAN BASAH,7885,2024-10-25 15:06:07,5000.0,2,2024-10-25
14419,7887,42,226,1,3500,2024-10-25 15:11:50,2024-10-25 15:11:50,2024-10-25 15:11:50,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7887,2024-10-25 15:11:50,3500.0,1,2024-10-25
14420,7888,42,226,1,3500,2024-10-25 15:12:56,2024-10-25 15:12:56,2024-10-25 15:12:56,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7888,2024-10-25 15:12:56,7000.0,2,2024-10-25
14421,7888,42,230,1,3500,2024-10-25 15:12:56,2024-10-25 15:12:56,2024-10-25 15:12:56,230,AICE FRUIZZY BLUEBERRY,4,ICE CREAM,7888,2024-10-25 15:12:56,7000.0,2,2024-10-25
14422,7889,9,36,1,4500,2024-10-25 15:13:09,2024-10-25 15:13:09,2024-10-25 15:13:09,36,CIMORY YOGURT DRINK,2,MINUMAN,7889,2024-10-25 15:13:09,4500.0,1,2024-10-25
14423,7890,42,234,1,2500,2024-10-25 15:13:17,2024-10-25 15:13:17,2024-10-25 15:13:17,234,AICE CHOCO MALT,4,ICE CREAM,7890,2024-10-25 15:13:17,2500.0,1,2024-10-25
14424,7891,42,226,1,3500,2024-10-25 15:13:40,2024-10-25 15:13:40,2024-10-25 15:13:40,226,AICE STRAWBERRY CRISPY,4,ICE CREAM,7891,2024-10-25 15:13:40,3500.0,1,2024-10-25
14425,7892,13,44,1,2500,2024-10-25 15:14:51,2024-10-25 15:14:51,2024-10-25 15:14:51,44,RISOL MAYO & SOSIS,5,MAKANAN BASAH,7892,2024-10-25 15:14:51,2500.0,1,2024-10-25
14426,7893,9,81,1,5000,2024-10-25 15:15:45,2024-10-25 15:15:45,2024-10-25 15:15:45,81,SARI KACANG IJO,2,MINUMAN,7893,2024-10-25 15:15:45,7500.0,2,2024-10-25
14429,7895,42,223,1,5000,2024-10-25 15:35:17,2024-10-25 15:35:17,2024-10-25 15:35:17,223,AICE CHOCOLATE CRISPY,4,ICE CREAM,7895,2024-10-25 15:35:17,9000.0,2,2024-10-25
14430,7895,15,25,1,4000,2024-10-25 15:35:17,2024-10-25 15:35:17,2024-10-25 15:35:17,25,LARIST AIR MINERAL,2,MINUMAN,7895,2024-10-25 15:35:17,9000.0,2,2024-10-25
