date,revenue,transactions,qty_sold,day_of_week,week_of_year,month,year,is_weekend,is_holiday,is_ramadan
2026-04-12,1436144.6,172.0,428.0,6,15,4,2026,1,0,0
2026-04-13,897333.9,134.0,265.0,0,16,4,2026,0,0,0
2026-04-14,549878.7,69.0,160.0,1,16,4,2026,0,0,0
2026-04-15,868488.75,77.0,239.0,2,16,4,2026,0,0,0
2026-04-16,2613089.5,349.0,695.0,3,16,4,2026,0,0,0
2026-04-17,1964706.0,214.0,481.0,4,16,4,2026,0,0,0
2026-04-18,1558648.5,224.0,417.0,5,16,4,2026,1,0,0
2026-04-19,1108283.4,105.0,288.0,6,16,4,2026,1,0,0
2026-04-20,881220.9,96.0,261.0,0,17,4,2026,0,0,0
2026-04-21,1106896.8,109.0,327.0,1,17,4,2026,0,0,0
2026-04-22,1249572.1,178.0,378.0,2,17,4,2026,0,0,0
2026-04-23,1413056.6,188.0,451.0,3,17,4,2026,0,0,0
2026-04-24,1449345.4,161.0,474.0,4,17,4,2026,0,0,0
2026-04-25,1073565.4,121.0,356.0,5,17,4,2026,1,0,0
2024-10-18,1389651.4,165.0,432.0,4,42,10,2024,0,0,0
2024-10-19,948209.0,122.0,302.0,5,42,10,2024,1,0,0
2024-10-20,2205252.0,268.0,675.0,6,42,10,2024,1,0,0
2024-10-21,2306777.0,217.0,693.0,0,43,10,2024,0,0,0
2024-10-22,2190412.0,165.0,647.0,1,43,10,2024,0,0,0
2024-10-23,1790089.5,217.0,522.0,2,43,10,2024,0,0,0
2024-10-24,1760284.0,171.0,531.0,3,43,10,2024,0,0,0
2024-10-25,1743152.4,167.0,530.0,4,43,10,2024,0,0,0
2024-10-26,1688975.0,190.0,517.0,5,43,10,2024,1,0,0
2024-10-27,1620262.6,189.0,499.0,6,43,10,2024,1,0,0
2024-10-28,1278121.6,148.0,392.0,0,44,10,2024,0,0,0
2024-10-29,526691.6,64.0,171.0,1,44,10,2024,0,0,0
2024-10-30,753071.2,51.0,244.0,2,44,10,2024,0,0,0
2024-10-31,2690110.2,309.0,759.0,3,44,10,2024,0,0,0
2024-11-01,2809698.0,275.0,744.0,4,44,11,2024,0,0,0
2024-11-02,892825.25,71.0,209.0,5,44,11,2024,1,0,0
2024-11-03,139565.34,18.0,42.0,6,44,11,2024,1,0,0
2024-11-04,241184.19,43.0,73.0,0,45,11,2024,0,0,0
2024-11-05,537756.0,80.0,161.0,1,45,11,2024,0,0,0
2024-11-06,979459.0,96.0,306.0,2,45,11,2024,0,0,0
2024-11-07,1252390.4,146.0,422.0,3,45,11,2024,0,0,0
2024-11-08,1372381.2,176.0,481.0,4,45,11,2024,0,0,0
2024-11-09,1333452.4,200.0,459.0,5,45,11,2024,1,0,0
2024-11-10,979591.94,127.0,334.0,6,45,11,2024,1,0,0
2025-11-06,1559624.1,184.0,483.0,3,45,11,2025,0,0,0
2025-11-07,1886276.6,222.0,597.0,4,45,11,2025,0,0,0
2025-11-08,851221.75,116.0,258.0,5,45,11,2025,1,0,0
2025-11-09,2228140.5,292.0,721.0,6,45,11,2025,1,0,0
2025-11-10,2322170.8,237.0,752.0,0,46,11,2025,0,0,0
2025-11-11,2146294.0,290.0,684.0,1,46,11,2025,0,0,0
2025-11-12,2251505.8,218.0,707.0,2,46,11,2025,0,0,0
2025-11-13,2269692.8,191.0,710.0,3,46,11,2025,0,0,0
2025-11-14,2167173.0,196.0,701.0,4,46,11,2025,0,0,0
2025-11-15,2074659.0,213.0,682.0,5,46,11,2025,1,0,0
2025-11-16,2038553.0,215.0,670.0,6,46,11,2025,1,0,0
2025-11-17,1946270.0,207.0,630.0,0,47,11,2025,0,0,0
2025-11-18,1590814.4,196.0,484.0,1,47,11,2025,0,0,0
2025-11-19,829070.9,165.0,230.0,2,47,11,2025,0,0,0
2025-11-20,883566.9,97.0,233.0,3,47,11,2025,0,0,0
2025-11-21,2571401.0,335.0,750.0,4,47,11,2025,0,0,0
2025-11-22,2063317.5,134.0,530.0,5,47,11,2025,1,0,0
2025-11-23,2170772.0,310.0,611.0,6,47,11,2025,1,0,0
2025-11-24,2396183.2,262.0,675.0,0,48,11,2025,0,0,0
2025-11-25,2394076.2,223.0,695.0,1,48,11,2025,0,0,0
2025-11-26,2271393.8,225.0,641.0,2,48,11,2025,0,0,0
2025-11-27,2118042.5,212.0,624.0,3,48,11,2025,0,0,0
2025-11-28,2034628.2,212.0,610.0,4,48,11,2025,0,0,0
2025-11-29,1973823.2,219.0,589.0,5,48,11,2025,1,0,0
2025-02-18,1362934.2,163.0,424.0,1,8,2,2025,0,0,0
2025-02-19,1671034.4,190.0,529.0,2,8,2,2025,0,0,0
2025-02-20,1796068.0,215.0,566.0,3,8,2,2025,0,0,0
2025-02-21,931560.75,128.0,294.0,4,8,2,2025,0,0,0
2025-02-22,481312.88,61.0,158.0,5,8,2,2025,1,0,0
2025-02-23,625078.25,49.0,194.0,6,8,2,2025,1,0,0
2025-02-24,761224.44,109.0,236.0,0,9,2,2025,0,0,0
2025-02-25,1049307.1,118.0,342.0,1,9,2,2025,0,0,0
2025-02-26,1243138.6,138.0,424.0,2,9,2,2025,0,0,0
2025-02-27,1331810.9,179.0,461.0,3,9,2,2025,0,0,0
2025-02-28,1412658.4,205.0,485.0,4,9,2,2025,0,0,0
2025-03-01,1467424.0,215.0,495.0,5,9,3,2025,1,0,1
2025-03-02,1428751.5,213.0,470.0,6,9,3,2025,1,0,1
2025-03-03,972785.06,130.0,320.0,0,10,3,2025,0,0,1
2025-03-04,477522.53,65.0,156.0,1,10,3,2025,0,0,1
2025-03-05,1617225.9,162.0,500.0,2,10,3,2025,0,0,1
2025-03-06,2558529.2,285.0,809.0,3,10,3,2025,0,0,1
2025-03-07,1527703.5,112.0,536.0,4,10,3,2025,0,0,1
2025-03-08,1891456.9,317.0,634.0,5,10,3,2025,1,0,1
2025-03-09,2300164.2,205.0,750.0,6,10,3,2025,1,0,1
2025-03-10,2138474.2,264.0,681.0,0,11,3,2025,0,0,1
2025-03-11,2214029.8,215.0,681.0,1,11,3,2025,0,0,1
2025-03-12,2162610.0,188.0,683.0,2,11,3,2025,0,0,1
2025-03-13,2080277.2,193.0,672.0,3,11,3,2025,0,0,1
2024-11-07,1364600.2,163.0,424.0,3,45,11,2024,0,0,0
2024-11-08,1629476.0,185.0,514.0,4,45,11,2024,0,0,0
2024-11-09,1699181.0,208.0,535.0,5,45,11,2024,1,0,0
2024-11-10,843461.44,112.0,272.0,6,45,11,2024,1,0,0
2024-11-11,406994.3,48.0,137.0,0,46,11,2024,0,0,0
2024-11-12,472682.22,42.0,154.0,1,46,11,2024,0,0,0
2024-11-13,605481.75,80.0,190.0,2,46,11,2024,0,0,0
2024-11-14,873217.56,88.0,276.0,3,46,11,2024,0,0,0
2024-11-15,1090605.1,127.0,359.0,4,46,11,2024,0,0,0
2024-11-16,1255749.6,150.0,424.0,5,46,11,2024,1,0,0
2024-11-17,1343277.4,192.0,454.0,6,46,11,2024,1,0,0
2024-11-18,1444795.5,212.0,484.0,0,47,11,2024,0,0,0
2024-11-19,1503839.2,217.0,497.0,1,47,11,2024,0,0,0
2024-11-20,1499802.1,220.0,487.0,2,47,11,2024,0,0,0
2024-11-21,1424020.9,207.0,452.0,3,47,11,2024,0,0,0
2024-11-22,848543.94,120.0,273.0,4,47,11,2024,0,0,0
2024-11-23,427126.78,53.0,139.0,5,47,11,2024,1,0,0
2024-11-24,2432730.2,316.0,701.0,6,47,11,2024,1,0,0
2024-11-25,2828182.5,314.0,818.0,0,48,11,2024,0,0,0
2024-11-26,472049.4,53.0,126.0,1,48,11,2024,0,0,0
2024-11-27,1929841.6,195.0,599.0,2,48,11,2024,0,0,0
2024-11-28,2056143.1,262.0,589.0,3,48,11,2024,0,0,0
2024-11-29,2159537.8,244.0,586.0,4,48,11,2024,0,0,0
2024-11-30,2052271.6,238.0,566.0,5,48,11,2024,1,0,0
2024-08-27,1555404.2,184.0,482.0,1,35,8,2024,0,0,0
2024-08-28,1883038.1,222.0,596.0,2,35,8,2024,0,0,0
2024-08-29,1319846.5,180.0,420.0,3,35,8,2024,0,0,0
2024-08-30,2297325.2,273.0,728.0,4,35,8,2024,0,0,0
2024-08-31,2302189.0,242.0,723.0,5,35,8,2024,1,0,0
2024-09-01,2164256.8,228.0,674.0,6,35,9,2024,1,0,0
2024-09-02,2031644.2,218.0,606.0,0,36,9,2024,0,0,0
2024-09-03,1971511.4,192.0,590.0,1,36,9,2024,0,0,0
2024-09-04,1912320.0,188.0,572.0,2,36,9,2024,0,0,0
2024-09-05,1816714.6,200.0,532.0,3,36,9,2024,0,0,0
2024-09-06,1530453.6,177.0,440.0,4,36,9,2024,0,0,0
2024-09-07,647340.0,112.0,193.0,5,36,9,2024,1,0,0
2024-09-08,1212657.5,106.0,368.0,6,36,9,2024,1,0,0
2024-09-09,2710825.2,286.0,817.0,0,37,9,2024,0,0,0
2024-09-10,2191600.0,206.0,624.0,1,37,9,2024,0,0,0
2024-09-11,1627039.6,216.0,467.0,2,37,9,2024,0,0,0
2024-09-12,866678.5,119.0,241.0,3,37,9,2024,0,0,0
2024-09-13,783854.06,76.0,225.0,4,37,9,2024,0,0,0
2024-09-14,1138874.9,77.0,312.0,5,37,9,2024,1,0,0
2024-09-15,1154620.2,194.0,347.0,6,37,9,2024,1,0,0
2024-09-16,1469846.2,165.0,483.0,0,38,9,2024,0,0,0
2024-09-17,1504006.0,160.0,512.0,1,38,9,2024,0,0,0
2024-09-18,1133847.9,136.0,388.0,2,38,9,2024,0,0,0
2024-09-19,465417.62,47.0,165.0,3,38,9,2024,0,0,0
2024-11-13,1343598.9,161.0,418.0,2,46,11,2024,0,0,0
2024-11-14,867729.06,110.0,280.0,3,46,11,2024,0,0,0
2024-11-15,2318556.2,290.0,697.0,4,46,11,2024,0,0,0
2024-11-16,2554637.8,206.0,763.0,5,46,11,2024,1,0,0
2024-11-17,2372498.2,214.0,700.0,6,46,11,2024,1,0,0
2024-11-18,2158652.8,216.0,653.0,0,47,11,2024,0,0,0
2024-11-19,2069391.0,186.0,646.0,1,47,11,2024,0,0,0
2024-11-20,1973991.9,181.0,629.0,2,47,11,2024,0,0,0
2024-11-21,1832609.6,199.0,580.0,3,47,11,2024,0,0,0
2024-11-22,1671426.8,208.0,508.0,4,47,11,2024,0,0,0
2024-11-23,1339971.5,181.0,385.0,5,47,11,2024,1,0,0
2024-11-24,661222.06,110.0,192.0,6,47,11,2024,1,0,0
2024-11-25,531463.4,51.0,157.0,0,48,11,2024,0,0,0
2024-11-26,2399875.0,309.0,679.0,1,48,11,2024,0,0,0
2024-11-27,2697838.5,320.0,791.0,2,48,11,2024,0,0,0
2024-11-28,935741.75,109.0,271.0,3,48,11,2024,0,0,0
2024-11-29,2167180.2,234.0,682.0,4,48,11,2024,0,0,0
2024-11-30,2323196.8,231.0,707.0,5,48,11,2024,1,0,0
2024-12-01,2199227.2,252.0,667.0,6,48,12,2024,1,0,0
2024-12-02,2227377.2,200.0,679.0,0,49,12,2024,0,0,0
2024-12-03,2189285.0,173.0,689.0,1,49,12,2024,0,0,0
2024-12-04,2094641.0,183.0,685.0,2,49,12,2024,0,0,0
2024-12-05,1996722.0,205.0,669.0,3,49,12,2024,0,0,0
2024-12-06,1919329.6,211.0,644.0,4,49,12,2024,0,0,0
2025-04-09,1409227.8,167.0,438.0,2,15,4,2025,0,0,0
2025-04-10,1789777.1,208.0,569.0,3,15,4,2025,0,0,0
2025-04-11,1048647.1,147.0,334.0,4,15,4,2025,0,0,0
2025-04-12,1532937.4,183.0,504.0,5,15,4,2025,1,0,0
2025-04-13,1449289.5,157.0,454.0,6,15,4,2025,1,0,0
2025-04-14,1143338.0,199.0,367.0,0,16,4,2025,0,0,0
2025-04-15,1387635.2,145.0,446.0,1,16,4,2025,0,0,0
2025-04-16,1498922.6,177.0,481.0,2,16,4,2025,0,0,0
2025-04-17,1560955.8,228.0,509.0,3,16,4,2025,0,0,0
2025-04-18,1751104.9,205.0,568.0,4,16,4,2025,0,0,0
2025-04-19,1756456.4,230.0,564.0,5,16,4,2025,1,0,0
2025-04-20,1776454.2,235.0,560.0,6,16,4,2025,1,0,0
2025-04-21,1802875.6,221.0,558.0,0,17,4,2025,0,0,0
2025-04-22,1672898.0,218.0,504.0,1,17,4,2025,0,0,0
2025-04-23,1302188.1,169.0,388.0,2,17,4,2025,0,0,0
2025-04-24,676465.8,105.0,205.0,3,17,4,2025,0,0,0
2025-04-25,537097.5,53.0,160.0,4,17,4,2025,0,0,0
2025-04-26,2569115.2,328.0,713.0,5,17,4,2025,1,0,0
2025-04-27,2903918.0,299.0,816.0,6,17,4,2025,1,0,0
2025-04-28,178290.11,22.0,40.0,0,18,4,2025,0,0,0
2025-04-29,1140815.9,149.0,371.0,1,18,4,2025,0,0,0
2025-04-30,1296967.9,163.0,384.0,2,18,4,2025,0,0,0
2025-05-01,1302692.6,224.0,413.0,3,18,5,2025,0,0,0
2025-05-02,1404063.8,217.0,461.0,4,18,5,2025,0,0,0
2026-03-13,1604713.1,190.0,497.0,4,11,3,2026,0,0,1
2026-03-14,1920589.8,227.0,607.0,5,11,3,2026,1,0,1
2026-03-15,800099.5,106.0,238.0,6,11,3,2026,1,0,1
2026-03-16,2145360.8,280.0,704.0,0,12,3,2026,0,0,1
2026-03-17,2191451.8,246.0,722.0,1,12,3,2026,0,0,1
2026-03-18,2079231.8,285.0,667.0,2,12,3,2026,0,0,1
2026-03-19,2183119.8,219.0,680.0,3,12,3,2026,0,0,1
2026-03-20,2222317.8,190.0,690.0,4,12,3,2026,0,0,1
2026-03-21,2142923.2,194.0,687.0,5,12,3,2026,1,0,1
2026-03-22,2037705.2,211.0,665.0,6,12,3,2026,1,0,1
2026-03-23,1939127.9,209.0,628.0,0,13,3,2026,0,0,1
2026-03-24,1671297.0,199.0,513.0,1,13,3,2026,0,0,1
2026-03-25,922699.4,177.0,260.0,2,13,3,2026,0,0,1
2026-03-26,726783.1,95.0,192.0,3,13,3,2026,0,0,1
2026-03-27,2432133.5,341.0,709.0,4,13,3,2026,0,0,1
2026-03-28,2884724.5,226.0,824.0,5,13,3,2026,1,0,1
2026-03-29,164738.83,17.0,41.0,6,13,3,2026,1,0,1
2026-03-30,963932.6,128.0,328.0,0,14,3,2026,0,0,1
2026-03-31,1149674.8,132.0,332.0,1,14,3,2026,0,0,1
2026-04-01,1111040.6,193.0,344.0,2,14,4,2026,0,0,0
2026-04-02,1220830.1,185.0,396.0,3,14,4,2026,0,0,0
2026-04-03,1341032.8,183.0,437.0,4,14,4,2026,0,0,0
2026-04-04,1358089.4,214.0,437.0,5,14,4,2026,1,0,0
2026-04-05,1287313.4,203.0,399.0,6,14,4,2026,1,0,0
2025-10-16,1350035.2,161.0,420.0,3,42,10,2025,0,0,0
2025-10-17,581332.0,72.0,196.0,4,42,10,2025,0,0,0
2025-10-18,2186710.8,272.0,641.0,5,42,10,2025,1,0,0
2025-10-19,2430654.5,247.0,684.0,6,42,10,2025,1,0,0
2025-10-20,2393622.8,214.0,629.0,0,43,10,2025,0,0,0
2025-10-21,2047930.4,233.0,551.0,1,43,10,2025,0,0,0
2025-10-22,1944255.9,209.0,541.0,2,43,10,2025,0,0,0
2025-10-23,1876784.2,209.0,533.0,3,43,10,2025,0,0,0
2025-10-24,1851806.4,217.0,528.0,4,43,10,2025,0,0,0
2025-10-25,1833015.6,231.0,521.0,5,43,10,2025,1,0,0
2025-10-26,1815341.1,238.0,510.0,6,43,10,2025,1,0,0
2025-10-27,1774002.6,237.0,488.0,0,44,10,2025,0,0,0
2025-10-28,1649252.2,226.0,442.0,1,44,10,2025,0,0,0
2025-10-29,1018420.94,162.0,281.0,2,44,10,2025,0,0,0
2025-10-30,484843.66,78.0,139.0,3,44,10,2025,0,0,0
2025-10-31,2306469.5,311.0,688.0,4,44,10,2025,0,0,0
2025-11-01,2841163.0,292.0,841.0,5,44,11,2025,1,0,0
2025-11-02,973184.56,100.0,299.0,6,44,11,2025,1,0,0
2025-11-03,2170511.0,221.0,710.0,0,45,11,2025,0,0,0
2025-11-04,2338685.0,225.0,712.0,1,45,11,2025,0,0,0
2025-11-05,2190923.2,241.0,667.0,2,45,11,2025,0,0,0
2025-11-06,2209664.5,184.0,676.0,3,45,11,2025,0,0,0
2025-11-07,2143634.2,160.0,680.0,4,45,11,2025,0,0,0
2025-11-08,2023286.2,173.0,666.0,5,45,11,2025,1,0,0
2025-11-24,1785489.0,214.0,551.0,0,48,11,2025,0,0,0
2025-11-25,2015647.4,242.0,632.0,1,48,11,2025,0,0,0
2025-11-26,1165238.5,149.0,363.0,2,48,11,2025,0,0,0
2025-11-27,2024911.2,273.0,688.0,3,48,11,2025,0,0,0
2025-11-28,2127167.8,238.0,703.0,4,48,11,2025,0,0,0
2025-11-29,2065479.6,249.0,670.0,5,48,11,2025,1,0,0
2025-11-30,2095411.5,206.0,646.0,6,48,11,2025,1,0,0
2025-12-01,2062767.8,181.0,638.0,0,49,12,2025,0,0,0
2025-12-02,1978833.4,189.0,618.0,1,49,12,2025,0,0,0
2025-12-03,1858470.2,206.0,573.0,2,49,12,2025,0,0,0
2025-12-04,1691276.6,205.0,501.0,3,49,12,2025,0,0,0
2025-12-05,1095721.1,166.0,316.0,4,49,12,2025,0,0,0
2025-12-06,550470.0,90.0,154.0,5,49,12,2025,1,0,0
2025-12-07,1898999.6,275.0,566.0,6,49,12,2025,1,0,0
2025-12-08,2570093.2,276.0,800.0,0,50,12,2025,0,0,0
2025-12-09,1339097.5,124.0,439.0,1,50,12,2025,0,0,0
2025-12-10,2028436.0,281.0,682.0,2,50,12,2025,0,0,0
2025-12-11,2391199.0,206.0,762.0,3,50,12,2025,0,0,0
2025-12-12,2160032.2,270.0,692.0,4,50,12,2025,0,0,0
2025-12-13,2191896.2,215.0,679.0,5,50,12,2025,1,0,0
2025-12-14,2124295.2,177.0,667.0,6,50,12,2025,1,0,0
2025-12-15,1928377.2,167.0,616.0,0,51,12,2025,0,0,0
2025-12-16,1161502.6,154.0,366.0,1,51,12,2025,0,0,0
2025-12-17,721872.2,90.0,212.0,2,51,12,2025,0,0,0
2024-10-30,1457714.4,173.0,453.0,2,44,10,2024,0,0,0
2024-10-31,1564213.8,181.0,489.0,3,44,10,2024,0,0,0
2024-11-01,1625086.4,200.0,512.0,4,44,11,2024,0,0,0
2024-11-02,906770.25,115.0,297.0,5,44,11,2024,1,0,0
2024-11-03,486923.12,59.0,162.0,6,44,11,2024,1,0,0
2024-11-04,523379.78,49.0,165.0,0,45,11,2024,0,0,0
2024-11-05,622048.4,89.0,189.0,1,45,11,2024,0,0,0
2024-11-06,872187.25,94.0,268.0,2,45,11,2024,0,0,0
2024-11-07,1072761.9,127.0,344.0,3,45,11,2024,0,0,0
2024-11-08,1223682.5,148.0,402.0,4,45,11,2024,0,0,0
2024-11-09,1307762.9,188.0,431.0,5,45,11,2024,1,0,0
2024-11-10,1396970.4,206.0,458.0,6,45,11,2024,1,0,0
2024-11-11,1427770.0,208.0,462.0,0,46,11,2024,0,0,0
2024-11-12,1320954.4,191.0,415.0,1,46,11,2024,0,0,0
2024-11-13,668862.44,95.0,215.0,2,46,11,2024,0,0,0
2024-11-14,468610.06,48.0,154.0,3,46,11,2024,0,0,0
2024-11-15,2499233.0,328.0,706.0,4,46,11,2024,0,0,0
2024-11-16,2859643.2,311.0,798.0,5,46,11,2024,1,0,0
2024-11-17,162461.86,20.0,35.0,6,46,11,2024,1,0,0
2024-11-18,962905.75,115.0,305.0,0,47,11,2024,0,0,0
2024-11-19,1107499.6,133.0,312.0,1,47,11,2024,0,0,0
2024-11-20,1127972.6,196.0,348.0,2,47,11,2024,0,0,0
2024-11-21,1295092.0,185.0,420.0,3,47,11,2024,0,0,0
2024-11-22,1402778.5,197.0,460.0,4,47,11,2024,0,0,0
2025-09-08,1843034.5,221.0,568.0,0,37,9,2025,0,0,0
2025-09-09,2031160.4,245.0,633.0,1,37,9,2025,0,0,0
2025-09-10,1455064.9,185.0,457.0,2,37,9,2025,0,0,0
2025-09-11,1826478.2,235.0,585.0,3,37,9,2025,0,0,0
2025-09-12,1375687.8,207.0,428.0,4,37,9,2025,0,0,0
2025-09-13,980034.9,162.0,284.0,5,37,9,2025,1,0,0
2025-09-14,940818.6,126.0,264.0,6,37,9,2025,1,0,0
2025-09-15,1059877.2,119.0,286.0,0,38,9,2025,0,0,0
2025-09-16,1071539.1,184.0,291.0,1,38,9,2025,0,0,0
2025-09-17,1263600.5,162.0,360.0,2,38,9,2025,0,0,0
2025-09-18,1389809.1,155.0,412.0,3,38,9,2025,0,0,0
2025-09-19,1379053.9,189.0,420.0,4,38,9,2025,0,0,0
2025-09-20,1327580.4,179.0,406.0,5,38,9,2025,1,0,0
2025-09-21,953035.2,117.0,292.0,6,38,9,2025,1,0,0
2025-09-22,390773.38,54.0,122.0,0,39,9,2025,0,0,0
2025-09-23,2475156.2,317.0,692.0,1,39,9,2025,0,0,0
2025-09-24,2868084.8,310.0,808.0,2,39,9,2025,0,0,0
2025-09-25,354107.88,39.0,86.0,3,39,9,2025,0,0,0
2025-09-26,1948884.8,198.0,590.0,4,39,9,2025,0,0,0
2025-09-27,2018100.5,287.0,574.0,5,39,9,2025,1,0,0
2025-09-28,2160438.5,257.0,576.0,6,39,9,2025,1,0,0
2025-09-29,2054337.2,249.0,555.0,0,40,9,2025,0,0,0
2025-09-30,2033179.9,244.0,554.0,1,40,9,2025,0,0,0
2025-10-01,1997531.4,245.0,554.0,2,40,10,2025,0,0,0
2025-10-31,1388350.9,165.0,431.0,4,44,10,2025,0,0,0
2025-11-01,1783430.5,207.0,567.0,5,44,11,2025,1,0,0
2025-11-02,1189598.6,164.0,380.0,6,44,11,2025,1,0,0
2025-11-03,884785.7,114.0,275.0,0,45,11,2025,0,0,0
2025-11-04,693582.25,96.0,203.0,1,45,11,2025,0,0,0
2025-11-05,747587.4,97.0,209.0,2,45,11,2025,0,0,0
2025-11-06,908726.9,140.0,259.0,3,45,11,2025,0,0,0
2025-11-07,1197209.0,149.0,364.0,4,45,11,2025,0,0,0
2025-11-08,1398280.5,164.0,450.0,5,45,11,2025,1,0,0
2025-11-09,1443440.0,204.0,476.0,6,45,11,2025,1,0,0
2025-11-10,1422230.5,204.0,467.0,0,46,11,2025,0,0,0
2025-11-11,1232005.1,163.0,394.0,1,46,11,2025,0,0,0
2025-11-12,738408.9,111.0,239.0,2,46,11,2025,0,0,0
2025-11-13,512423.22,54.0,161.0,3,46,11,2025,0,0,0
2025-11-14,1802125.0,222.0,540.0,4,46,11,2025,0,0,0
2025-11-15,2499228.5,299.0,788.0,5,46,11,2025,1,0,0
2025-11-16,1312781.8,107.0,486.0,6,46,11,2025,1,0,0
2025-11-17,2054457.6,286.0,698.0,0,47,11,2025,0,0,0
2025-11-18,2358441.2,207.0,772.0,1,47,11,2025,0,0,0
2025-11-19,2126982.5,292.0,682.0,2,47,11,2025,0,0,0
2025-11-20,2275171.2,208.0,719.0,3,47,11,2025,0,0,0
2025-11-21,2250660.8,179.0,719.0,4,47,11,2025,0,0,0
2025-11-22,2116590.8,189.0,697.0,5,47,11,2025,1,0,0
2025-11-23,2009243.2,211.0,674.0,6,47,11,2025,1,0,0
2026-04-13,1378956.8,164.0,429.0,0,16,4,2026,0,0,0
2026-04-14,1706588.6,195.0,541.0,1,16,4,2026,0,0,0
2026-04-15,1680631.0,213.0,523.0,2,16,4,2026,0,0,0
2026-04-16,801951.2,111.0,256.0,3,16,4,2026,0,0,0
2026-04-17,394582.38,45.0,131.0,4,16,4,2026,0,0,0
2026-04-18,461355.88,42.0,150.0,5,16,4,2026,1,0,0
2026-04-19,597663.75,79.0,188.0,6,16,4,2026,1,0,0
2026-04-20,880603.25,88.0,279.0,0,17,4,2026,0,0,0
2026-04-21,1083419.6,125.0,357.0,1,17,4,2026,0,0,0
2026-04-22,1223115.4,148.0,413.0,2,17,4,2026,0,0,0
2026-04-23,1196732.5,173.0,396.0,3,17,4,2026,0,0,0
2026-04-24,859424.5,105.0,279.0,4,17,4,2026,0,0,0
2026-04-25,417724.66,56.0,135.0,5,17,4,2026,1,0,0
2026-04-26,1798383.0,196.0,535.0,6,17,4,2026,1,0,0
2026-04-27,2457892.8,296.0,782.0,0,18,4,2026,0,0,0
2026-04-28,1570690.0,153.0,578.0,1,18,4,2026,0,0,0
2026-04-29,1844431.6,300.0,636.0,2,18,4,2026,0,0,0
2026-04-30,2045333.5,235.0,628.0,3,18,4,2026,0,0,0
2026-05-01,2057148.8,209.0,601.0,4,18,5,2026,0,0,0
2026-05-02,1923424.8,221.0,552.0,5,18,5,2026,1,0,0
2026-05-03,1940240.6,193.0,569.0,6,18,5,2026,1,0,0
2026-05-04,1919931.5,199.0,570.0,0,19,5,2026,0,0,0
2026-05-05,1917577.1,213.0,570.0,1,19,5,2026,0,0,0
2026-05-06,1886418.4,226.0,555.0,2,19,5,2026,0,0,0
2026-04-14,1588102.9,188.0,492.0,1,16,4,2026,0,0,0
2026-04-15,1874429.4,221.0,591.0,2,16,4,2026,0,0,0
2026-04-16,1448803.4,186.0,458.0,3,16,4,2026,0,0,0
2026-04-17,2298744.5,264.0,726.0,4,16,4,2026,0,0,0
2026-04-18,2185933.5,255.0,688.0,5,16,4,2026,1,0,0
2026-04-19,2073059.8,201.0,639.0,6,16,4,2026,1,0,0
2026-04-20,1778327.1,224.0,515.0,0,17,4,2026,0,0,0
2026-04-21,1751913.5,183.0,510.0,1,17,4,2026,0,0,0
2026-04-22,1730370.5,179.0,502.0,2,17,4,2026,0,0,0
2026-04-23,1672276.8,191.0,486.0,3,17,4,2026,0,0,0
2026-04-24,1547131.6,183.0,450.0,4,17,4,2026,0,0,0
2026-04-25,1216778.6,154.0,352.0,5,17,4,2026,1,0,0
2026-04-26,556118.56,69.0,170.0,6,17,4,2026,1,0,0
2026-04-27,1204843.9,108.0,362.0,0,18,4,2026,0,0,0
2026-04-28,2766946.2,268.0,817.0,1,18,4,2026,0,0,0
2026-04-29,1910979.2,122.0,553.0,2,18,4,2026,0,0,0
2026-04-30,2016029.8,306.0,622.0,3,18,4,2026,0,0,0
2026-05-01,2282913.2,239.0,693.0,4,18,5,2026,0,0,0
2026-05-02,2247411.2,233.0,677.0,5,18,5,2026,1,0,0
2026-05-03,2201673.8,215.0,645.0,6,18,5,2026,1,0,0
2026-05-04,2100480.2,200.0,639.0,0,19,5,2026,0,0,0
2026-05-05,2017263.4,202.0,627.0,1,19,5,2026,0,0,0
2026-05-06,1942389.4,215.0,605.0,2,19,5,2026,0,0,0
2026-05-07,1886971.1,228.0,577.0,3,19,5,2026,0,0,0
2025-11-19,1461035.2,173.0,454.0,2,47,11,2025,0,0,0
2025-11-20,1809509.9,211.0,574.0,3,47,11,2025,0,0,0
2025-11-21,737623.4,104.0,222.0,4,47,11,2025,0,0,0
2025-11-22,1912733.1,220.0,644.0,5,47,11,2025,1,0,0
2025-11-23,1859072.0,238.0,618.0,6,47,11,2025,1,0,0
2025-11-24,1807205.2,238.0,581.0,0,48,11,2025,0,0,0
2025-11-25,1949497.1,199.0,585.0,1,48,11,2025,0,0,0
2025-11-26,2013992.0,181.0,612.0,2,48,11,2025,0,0,0
2025-11-27,2007364.9,194.0,620.0,3,48,11,2025,0,0,0
2025-11-28,1967024.8,216.0,613.0,4,48,11,2025,0,0,0
2025-11-29,1930744.1,221.0,601.0,5,48,11,2025,1,0,0
2025-11-30,1852336.5,213.0,568.0,6,48,11,2025,1,0,0
2025-12-01,1338248.8,181.0,401.0,0,49,12,2025,0,0,0
2025-12-02,726130.5,130.0,196.0,1,49,12,2025,0,0,0
2025-12-03,692382.9,86.0,183.0,2,49,12,2025,0,0,0
